model,mode,param,rmse,mae,r2,linear_probe_r2,rmse_snr_low,rmse_snr_mid,rmse_snr_high
moment,zero_shot,amplitude,0.2728812098503113,0.23319409787654877,0.11758099764463303,0.10930687189102173,0.3292504847049713,0.2552836835384369,0.2173738181591034
moment,zero_shot,frequency_hz,2.2182116508483887,1.7509123086929321,0.25968858029806674,0.2335571050643921,2.6019089221954346,2.1122729778289795,0.5996439456939697
moment,zero_shot,phase_rad,1.7953503131866455,1.553298830986023,-0.0005427343918997796,-0.003517627716064453,1.8072082996368408,1.7922797203063965,1.7734187841415405
