model,mode,param,rmse,mae,r2,linear_probe_r2,rmse_snr_low,rmse_snr_mid,rmse_snr_high
timemoe,zero_shot,amplitude,0.28101426362991333,0.2415458709001541,0.06419714529233156,0.07339155673980713,0.35736730694770813,0.25536632537841797,0.25756514072418213
timemoe,zero_shot,frequency_hz,2.291799783706665,1.8696298599243164,0.20975481605032742,-0.49115467071533203,2.6149144172668457,2.20573353767395,0.9712510704994202
timemoe,zero_shot,phase_rad,1.7948724031448364,1.552656650543213,-1.0064109590590675e-05,-1.3198184967041016,1.8065675497055054,1.7921451330184937,1.7534940242767334
