model,mode,snr_gt,freq_true,mse_vs_clean,mae_vs_clean,crps_vs_clean,spectral_mse,peak_freq_error,sfer,mse_vs_noisy,mae_vs_noisy
moirai,zero_shot,0.25417355,5.036851,1.9593966,1.13789,1.1585053,923031.3194552398,3.963149070739746,0.49336475,15.963818,3.2118893
moirai,zero_shot,0.090475775,9.462113,3.2306128,1.4220508,1.6507666,666707.7903627639,9.462113380432129,0.089671046,27.550373,4.0653963
moirai,zero_shot,0.11081355,6.985898,4.100041,1.592148,1.760803,714837.9794045516,6.485898017883301,0.12049539,39.54528,5.016328
moirai,zero_shot,0.13491128,7.751702,3.8371358,1.596548,1.563528,806235.075378449,7.751701831817627,0.1380958,33.38291,4.5818434
moirai,zero_shot,0.08811081,6.4515386,4.6428456,1.7702222,1.7296946,17675346.888855733,6.451538562774658,0.06359286,38.6473,4.9528313
moirai,zero_shot,0.056744594,2.1264958,7.5694094,2.2262769,2.3655887,1948818.1484466654,7.373504161834717,0.027666058,82.32146,7.20138
moirai,zero_shot,0.08884897,4.5756483,2.9974604,1.3834534,1.6476402,293330.9295083418,4.424351692199707,0.07951117,32.562103,4.6892157
moirai,zero_shot,0.099534415,4.92395,4.1668434,1.6322045,1.5858066,5651816.0812860895,4.9239501953125,0.079611965,48.68119,5.699156
moirai,zero_shot,0.12789315,2.7697244,3.2493663,1.4444835,1.5140927,321813.4262566114,2.2697243690490723,0.12987874,23.346594,4.022927
moirai,zero_shot,0.10344364,1.9825019,1.5565602,1.027276,1.1059103,93956.45020924804,7.517498135566711,0.08694469,14.165789,3.001698
moirai,zero_shot,0.16398583,3.9022415,3.3794038,1.489296,1.3793218,10473133.34983164,3.9022414684295654,0.14374545,25.003864,3.95616
moirai,zero_shot,0.16533509,5.761253,2.3520753,1.2296093,1.2188022,831964.5117855695,5.7612528800964355,0.22455701,26.730162,4.1554074
moirai,zero_shot,0.15695962,6.0243692,5.010437,1.9323021,1.5179874,34843232.03376464,6.024369239807129,0.09450709,21.936062,3.77607
moirai,zero_shot,0.14756308,9.570399,7.1148453,2.3114161,2.047583,64508284.29209552,9.570399284362793,0.084224775,25.765404,4.071704
moirai,zero_shot,0.07391154,8.435848,3.3227549,1.462457,1.6241584,474122.50374378514,8.435848236083984,0.05191441,37.34189,4.7417545
moirai,zero_shot,0.16651379,4.561989,4.1129146,1.6322737,1.7238933,1453532.8622212778,4.561988830566406,0.23387823,38.89318,4.87692
moirai,zero_shot,0.10458792,7.2784367,2.7637343,1.3405695,1.4063646,201024.23086286394,7.278436660766602,0.09715858,24.923456,4.0629654
