model,mode,param,rmse,mae,r2,linear_probe_r2,rmse_snr_low,rmse_snr_mid,rmse_snr_high
timemoe,zero_shot,amplitude,0.2999376058578491,0.25190699100494385,-0.0020790871399760658,0.0231592059135437,0.36334118247032166,0.2755802571773529,
timemoe,zero_shot,frequency_hz,2.9460182189941406,2.5845985412597656,-0.05889809899911391,-0.15902018547058105,3.4658334255218506,2.751005172729492,
timemoe,zero_shot,phase_rad,2.0265355110168457,1.7923082113265991,-0.16875586316430247,-0.14107275009155273,2.1174685955047607,1.9953036308288574,
